CODE,ISOLATE_ID,ORIGINAL_SPECIES,REGION,SITE,ENVIRONMENT,SAMPLING_SOURCE,NATIONAL_SITE,LOCAL_SITE,REPLICATE,COLONY,ESBL,SOURCE_FILE,AM,AMC,AMI,AN,C,CF,CFA,CFO,CFT,CFV,CN,CPD,CPT,CTF,CTX,CZA,DO,ENR,FT,GEN,GM,IME,IPM,MAR,MRB,N,PRA,SXT,TE,SCORED_RESISTANCE,NUM_ANTIBIOTICS_TESTED,MAR_INDEX
EC_MKDWR3C6,Klebsiella pneumoniae,,BARMM,TUCA KIALDAN,Water,Drinking Water,Marawi,K,3.0,6.0,NEG,1NET_P2-AMR_BARMM Region - Copy - LOR-TUCA KIALDAN.csv,R,S,,S,S,S,,S,S,,S,S,S,,S,S,S,S,S,,S,,S,,S,S,S,S,S,1,22,0.0455
EC_MKDWR3C8,Klebsiella pneumoniae,,BARMM,TUCA KIALDAN,Water,Drinking Water,Marawi,K,3.0,8.0,NEG,1NET_P2-AMR_BARMM Region - Copy - LOR-TUCA KIALDAN.csv,R,S,,S,S,S,,S,S,,S,S,S,,S,S,S,S,S,,S,,S,,S,S,S,S,S,1,22,0.0455
EC_MKDWR3C9,Klebsiella pneumoniae,,BARMM,TUCA KIALDAN,Water,Drinking Water,Marawi,K,3.0,9.0,NEG,1NET_P2-AMR_BARMM Region - Copy - LOR-TUCA KIALDAN.csv,R,S,,S,S,S,,S,S,,S,S,S,,S,S,S,S,S,,S,,S,,S,S,S,S,S,1,22,0.0455
SAL_MKDWR1C1,Enterobacter cloacae,,BARMM,TUCA KIALDAN,Water,Drinking Water,Marawi,K,1.0,1.0,,1NET_P2-AMR_BARMM Region - Copy - LOR-TUCA KIALDAN.csv,,R,,S,S,R,,S,S,,R,S,,,S,S,S,S,S,,S,,S,,S,S,S,S,S,3,20,0.1500
SAL_MKDWR2C2,Klebsiella pneumoniae,,BARMM,TUCA KIALDAN,Water,Drinking Water,Marawi,K,2.0,2.0,NEG,1NET_P2-AMR_BARMM Region - Copy - LOR-TUCA KIALDAN.csv,R,S,,S,S,S,,S,S,,S,S,,,,S,R,S,S,,S,,S,,S,S,S,S,R,3,20,0.1500
SAL_MKDWR3C4,Enterobacter aerogenes,,BARMM,TUCA KIALDAN,Water,Drinking Water,Marawi,K,3.0,4.0,,1NET_P2-AMR_BARMM Region - Copy - LOR-TUCA KIALDAN.csv,,R,,S,S,R,,S,S,,R,S,S,,S,S,S,S,S,,S,,S,,S,S,S,S,S,3,21,0.1429
SG_MKDWR1C1,Escherichia coli,,BARMM,TUCA KIALDAN,Water,Drinking Water,Marawi,K,1.0,1.0,NEG,1NET_P2-AMR_BARMM Region - Copy - LOR-TUCA KIALDAN.csv,S,S,,S,S,S,,S,S,,S,S,S,,S,S,S,S,S,,S,,S,,S,S,S,S,S,0,22,0.0000
VC_MKDWR1C1,Enterobacter cloacae,,BARMM,TUCA KIALDAN,Water,Drinking Water,Marawi,K,1.0,1.0,,1NET_P2-AMR_BARMM Region - Copy - LOR-TUCA KIALDAN.csv,,R,,S,I,R,,S,S,,R,S,,,,S,S,S,R,,S,,S,,S,S,S,S,S,4,19,0.2105
VC_MKDWR1C2,Enterobacter cloacae,,BARMM,TUCA KIALDAN,Water,Drinking Water,Marawi,K,1.0,2.0,,1NET_P2-AMR_BARMM Region - Copy - LOR-TUCA KIALDAN.csv,,R,,S,I,R,,I,S,,R,S,,,,S,S,S,I,,S,,S,,S,S,S,S,S,3,19,0.1579
VC_MKDWR1C3,Enterobacter cloacae,,BARMM,TUCA KIALDAN,Water,Drinking Water,Marawi,K,1.0,3.0,,1NET_P2-AMR_BARMM Region - Copy - LOR-TUCA KIALDAN.csv,,R,,S,I,R,,S,S,,R,S,,,,S,S,S,R,,S,,S,,S,S,S,S,S,4,19,0.2105
VC_MKDWR1C5,Enterobacter cloacae,,BARMM,TUCA KIALDAN,Water,Drinking Water,Marawi,K,1.0,5.0,,1NET_P2-AMR_BARMM Region - Copy - LOR-TUCA KIALDAN.csv,,R,,S,I,R,,S,S,,R,S,,,,S,S,S,R,,S,,S,,S,S,S,S,S,4,19,0.2105
VC_MKDWR1C6,Klebsiella pneumoniae,,BARMM,TUCA KIALDAN,Water,Drinking Water,Marawi,K,1.0,6.0,NEG,1NET_P2-AMR_BARMM Region - Copy - LOR-TUCA KIALDAN.csv,R,S,,S,S,S,,S,S,,S,S,S,,S,S,S,S,I,,S,,S,,S,S,S,S,S,1,22,0.0455
VC_MKDWR2C1,Enterobacter cloacae,,BARMM,TUCA KIALDAN,Water,Drinking Water,Marawi,K,2.0,1.0,,1NET_P2-AMR_BARMM Region - Copy - LOR-TUCA KIALDAN.csv,,R,,S,S,R,,I,S,,R,S,,,S,S,S,S,I,,S,,S,,S,S,S,S,S,3,20,0.1500
VC_MKDWR2C2,Enterobacter cloacae,,BARMM,TUCA KIALDAN,Water,Drinking Water,Marawi,K,2.0,2.0,,1NET_P2-AMR_BARMM Region - Copy - LOR-TUCA KIALDAN.csv,,R,,S,I,R,,R,S,,R,S,,,,S,S,S,R,,S,,S,,S,S,S,S,S,5,20,0.2500
VC_MKDWR3C2,Enterobacter cloacae,,BARMM,TUCA KIALDAN,Water,Drinking Water,Marawi,K,3.0,2.0,,1NET_P2-AMR_BARMM Region - Copy - LOR-TUCA KIALDAN.csv,,R,,S,I,R,,S,S,,R,S,,,S,S,S,S,I,,S,,S,,S,S,S,S,S,3,20,0.1500
VC_MKDWR3C3,Enterobacter cloacae,,BARMM,TUCA KIALDAN,Water,Drinking Water,Marawi,K,3.0,3.0,,1NET_P2-AMR_BARMM Region - Copy - LOR-TUCA KIALDAN.csv,,R,,S,I,R,,S,S,,R,S,,,,S,R,S,R,,S,,S,,S,S,S,S,R,6,19,0.3158
EC_MKLWR1C6,Klebsiella pneumoniae,,BARMM,TUCA KIALDAN,Water,Lake Water,Marawi,K,1.0,6.0,NEG,1NET_P2-AMR_BARMM Region - Copy - LOR-TUCA KIALDAN.csv,R,S,,S,S,S,,S,S,,S,S,S,,S,S,,S,S,,S,,S,,S,S,S,S,R,2,22,0.0909
EC_MKLWR2C1,Enterobacter cloacae,,BARMM,TUCA KIALDAN,Water,Lake Water,Marawi,K,2.0,1.0,,1NET_P2-AMR_BARMM Region - Copy - LOR-TUCA KIALDAN.csv,,R,,S,S,R,,S,S,,R,S,,,S,S,S,S,I,,S,,S,,S,S,S,S,S,3,20,0.1500
EC_MKLWR2C3,Escherichia coli,,BARMM,TUCA KIALDAN,Water,Lake Water,Marawi,K,2.0,3.0,NEG,1NET_P2-AMR_BARMM Region - Copy - LOR-TUCA KIALDAN.csv,S,S,,S,S,S,,S,S,,S,S,S,,S,S,S,S,S,,S,,S,,S,S,S,S,S,0,22,0.0000
EC_MKLWR2C4,Escherichia coli,,BARMM,TUCA KIALDAN,Water,Lake Water,Marawi,K,2.0,4.0,NEG,1NET_P2-AMR_BARMM Region - Copy - LOR-TUCA KIALDAN.csv,S,S,,S,S,S,,S,S,,S,S,S,,S,S,S,S,S,,S,,S,,S,S,S,S,S,0,22,0.0000
EC_MKLWR2C5,Klebsiella pneumoniae,,BARMM,TUCA KIALDAN,Water,Lake Water,Marawi,K,2.0,5.0,NEG,1NET_P2-AMR_BARMM Region - Copy - LOR-TUCA KIALDAN.csv,R,R,,S,S,R,,R,R,,R,R,,,,S,R,I,I,,S,,S,,S,S,I,R,R,10,20,0.5000
EC_MKLWR2C6,Klebsiella pneumoniae,,BARMM,TUCA KIALDAN,Water,Lake Water,Marawi,K,2.0,6.0,NEG,1NET_P2-AMR_BARMM Region - Copy - LOR-TUCA KIALDAN.csv,R,R,,S,S,R,,R,R,,R,R,,,,S,R,I,I,,S,,S,,S,S,I,R,R,10,20,0.5000
EC_MKLWR3C4,Escherichia coli,,BARMM,TUCA KIALDAN,Water,Lake Water,Marawi,K,3.0,4.0,NEG,1NET_P2-AMR_BARMM Region - Copy - LOR-TUCA KIALDAN.csv,S,S,,S,S,S,,S,S,,S,S,S,,S,S,R,S,S,,S,,S,,S,S,S,S,R,2,22,0.0909
EC_MKLWR3C8,Enterobacter cloacae,,BARMM,TUCA KIALDAN,Water,Lake Water,Marawi,K,3.0,8.0,,1NET_P2-AMR_BARMM Region - Copy - LOR-TUCA KIALDAN.csv,,R,,S,S,R,,S,S,,R,S,,,S,S,S,S,I,,S,,S,,S,S,S,S,S,3,20,0.1500
VC_MKLWR2C5,Escherichia coli,,BARMM,TUCA KIALDAN,Water,Lake Water,Marawi,K,2.0,5.0,POS,1NET_P2-AMR_BARMM Region - Copy - LOR-TUCA KIALDAN.csv,I,S,,S,S,S,,S,R,,S,R,,,,,S,S,S,,S,,S,,S,S,S,,S,2,19,0.1053
VC_MKLWR3C1,Enterobacter cloacae,,BARMM,TUCA KIALDAN,Water,Lake Water,Marawi,K,3.0,1.0,,1NET_P2-AMR_BARMM Region - Copy - LOR-TUCA KIALDAN.csv,,R,,S,I,R,,S,S,,R,S,,,S,S,S,S,R,,S,,S,,S,S,S,S,S,4,20,0.2000
VC_MKLWR3C2,Enterobacter cloacae,,BARMM,TUCA KIALDAN,Water,Lake Water,Marawi,K,3.0,2.0,,1NET_P2-AMR_BARMM Region - Copy - LOR-TUCA KIALDAN.csv,,R,,S,S,R,,I,S,,R,S,,,,S,S,S,R,,S,,S,,S,S,S,S,S,4,19,0.2105
VC_MKLWR3C3,Vibrio vulnificus,,BARMM,TUCA KIALDAN,Water,Lake Water,Marawi,K,3.0,3.0,,1NET_P2-AMR_BARMM Region - Copy - LOR-TUCA KIALDAN.csv,,R,,S,I,R,,S,S,,R,S,,,,S,R,S,R,,S,,S,,S,S,S,S,R,6,19,0.3158
EC_MKFTR1C1,Escherichia coli,,BARMM,TUCA KIALDAN,Fish,Fish Tilapia,Marawi,K,1.0,1.0,NEG,1NET_P2-AMR_BARMM Region - Copy - LOR-TUCA KIALDAN.csv,I,S,,S,S,S,,S,S,,S,S,S,,S,S,S,S,I,,S,,S,,S,S,S,S,S,0,22,0.0000
EC_MKFTR1C2,Enterobacter cloacae,,BARMM,TUCA KIALDAN,Fish,Fish Tilapia,Marawi,K,1.0,2.0,,1NET_P2-AMR_BARMM Region - Copy - LOR-TUCA KIALDAN.csv,,R,,S,S,R,,S,S,,R,S,,,S,S,S,S,S,,S,,S,,S,S,S,S,S,3,20,0.1500
EC_MKFTR1C9,Escherichia coli,,BARMM,TUCA KIALDAN,Fish,Fish Tilapia,Marawi,K,1.0,9.0,NEG,1NET_P2-AMR_BARMM Region - Copy - LOR-TUCA KIALDAN.csv,R,S,,S,S,I,,S,S,,S,S,S,,S,S,I,I,S,,S,,S,,S,S,S,S,R,2,22,0.0909
EC_MKFTR1C11,Klebsiella pneumoniae,,BARMM,TUCA KIALDAN,Fish,Fish Tilapia,Marawi,K,1.0,11.0,NEG,1NET_P2-AMR_BARMM Region - Copy - LOR-TUCA KIALDAN.csv,R,S,,S,S,S,,S,S,,S,S,S,,,S,R,S,S,,S,,S,,S,S,S,R,R,4,21,0.1905
EC_MKFTR1C12,Escherichia coli,,BARMM,TUCA KIALDAN,Fish,Fish Tilapia,Marawi,K,1.0,12.0,NEG,1NET_P2-AMR_BARMM Region - Copy - LOR-TUCA KIALDAN.csv,S,S,,S,S,S,,S,S,,S,S,S,,S,S,S,S,S,,S,,S,,S,S,S,S,S,0,22,0.0000
EC_MKFTR1C13,Klebsiella pneumoniae,,BARMM,TUCA KIALDAN,Fish,Fish Tilapia,Marawi,K,1.0,13.0,POS,1NET_P2-AMR_BARMM Region - Copy - LOR-TUCA KIALDAN.csv,R,S,,S,S,R,,I,I,,R,S,,,,,S,S,S,,S,,S,,S,S,S,S,S,3,19,0.1579
EC_MKFTR1C15,Klebsiella pneumoniae,,BARMM,TUCA KIALDAN,Fish,Fish Tilapia,Marawi,K,1.0,15.0,NEG,1NET_P2-AMR_BARMM Region - Copy - LOR-TUCA KIALDAN.csv,R,I,,S,S,R,,S,S,,R,S,S,,,S,R,S,I,,S,,S,,S,S,S,S,R,5,21,0.2381
EC_MKFTR1C16,Klebsiella pneumoniae,,BARMM,TUCA KIALDAN,Fish,Fish Tilapia,Marawi,K,1.0,16.0,NEG,1NET_P2-AMR_BARMM Region - Copy - LOR-TUCA KIALDAN.csv,R,S,,S,S,S,,S,S,,S,S,S,,S,S,S,S,S,,S,,S,,S,S,S,S,S,1,22,0.0455
EC_MKFTR2C1,Escherichia coli,,BARMM,TUCA KIALDAN,Fish,Fish Tilapia,Marawi,K,2.0,1.0,NEG,1NET_P2-AMR_BARMM Region - Copy - LOR-TUCA KIALDAN.csv,S,S,,S,S,I,,S,S,,S,S,S,,S,S,R,S,S,,S,,S,,S,S,S,S,R,2,22,0.0909
EC_MKFTR2C2,Escherichia coli,,BARMM,TUCA KIALDAN,Fish,Fish Tilapia,Marawi,K,2.0,2.0,NEG,1NET_P2-AMR_BARMM Region - Copy - LOR-TUCA KIALDAN.csv,S,S,,S,S,I,,S,S,,S,S,S,,S,S,R,S,S,,S,,S,,S,S,S,S,R,2,22,0.0909
EC_MKFTR2C3,Escherichia coli,,BARMM,TUCA KIALDAN,Fish,Fish Tilapia,Marawi,K,2.0,3.0,NEG,1NET_P2-AMR_BARMM Region - Copy - LOR-TUCA KIALDAN.csv,R,S,,S,S,I,,S,S,,S,S,S,,S,S,R,S,S,,S,,S,,S,S,S,R,R,4,22,0.1818
EC_MKFTR2C4,Escherichia coli,,BARMM,TUCA KIALDAN,Fish,Fish Tilapia,Marawi,K,2.0,4.0,NEG,1NET_P2-AMR_BARMM Region - Copy - LOR-TUCA KIALDAN.csv,R,S,,S,S,S,,S,S,,S,S,S,,S,S,S,S,I,,S,,S,,S,S,S,S,S,1,22,0.0455
EC_MKFTR2C5,Klebsiella pneumoniae,,BARMM,TUCA KIALDAN,Fish,Fish Tilapia,Marawi,K,2.0,5.0,NEG,1NET_P2-AMR_BARMM Region - Copy - LOR-TUCA KIALDAN.csv,R,S,,S,S,S,,S,S,,S,S,S,,S,S,S,S,S,,S,,S,,S,S,S,S,S,1,22,0.0455
EC_MKFTR2C7,Klebsiella pneumoniae,,BARMM,TUCA KIALDAN,Fish,Fish Tilapia,Marawi,K,2.0,7.0,NEG,1NET_P2-AMR_BARMM Region - Copy - LOR-TUCA KIALDAN.csv,R,S,,S,S,S,,S,S,,S,S,S,,,S,R,S,S,,S,,S,,S,S,S,R,R,4,22,0.1818
EC_MKFTR2C8,Klebsiella pneumoniae,,BARMM,TUCA KIALDAN,Fish,Fish Tilapia,Marawi,K,2.0,8.0,NEG,1NET_P2-AMR_BARMM Region - Copy - LOR-TUCA KIALDAN.csv,R,S,,S,S,S,,S,S,,S,S,S,,S,S,S,S,S,,S,,S,,S,S,S,S,S,1,22,0.0455
EC_MKFTR2C15,Klebsiella pneumoniae,,BARMM,TUCA KIALDAN,Fish,Fish Tilapia,Marawi,K,2.0,15.0,NEG,1NET_P2-AMR_BARMM Region - Copy - LOR-TUCA KIALDAN.csv,R,S,,S,S,S,,S,S,,S,S,S,,S,S,R,S,S,,S,,S,,S,S,S,R,R,4,22,0.1818
EC_MKFTR2C16,Klebsiella pneumoniae,,BARMM,TUCA KIALDAN,Fish,Fish Tilapia,Marawi,K,2.0,16.0,NEG,1NET_P2-AMR_BARMM Region - Copy - LOR-TUCA KIALDAN.csv,R,S,,S,S,S,,S,S,,S,S,S,,S,S,S,S,S,,S,,S,,S,S,S,S,S,1,22,0.0455
EC_MKFTR3C1,Escherichia coli,,BARMM,TUCA KIALDAN,Fish,Fish Tilapia,Marawi,K,3.0,1.0,NEG,1NET_P2-AMR_BARMM Region - Copy - LOR-TUCA KIALDAN.csv,S,S,,S,S,I,,S,S,,S,S,S,,S,S,R,S,S,,S,,S,,S,S,S,S,R,2,22,0.0909
EC_MKFTR3C2,Klebsiella pneumoniae,,BARMM,TUCA KIALDAN,Fish,Fish Tilapia,Marawi,K,3.0,2.0,NEG,1NET_P2-AMR_BARMM Region - Copy - LOR-TUCA KIALDAN.csv,R,S,,S,S,S,,S,S,,S,S,S,,S,S,S,S,I,,S,,S,,S,S,S,S,S,1,22,0.0455
EC_MKFTR3C3,Enterobacter cloacae,,BARMM,TUCA KIALDAN,Fish,Fish Tilapia,Marawi,K,3.0,3.0,,1NET_P2-AMR_BARMM Region - Copy - LOR-TUCA KIALDAN.csv,,R,,S,S,R,,S,S,,R,S,,,S,S,S,S,S,,S,,S,,S,S,S,S,S,3,20,0.1500
EC_MKFTR3C4,Klebsiella pneumoniae,,BARMM,TUCA KIALDAN,Fish,Fish Tilapia,Marawi,K,3.0,4.0,NEG,1NET_P2-AMR_BARMM Region - Copy - LOR-TUCA KIALDAN.csv,R,S,,S,S,S,,S,S,,S,S,S,,,S,S,S,I,,S,,S,,S,S,S,S,S,1,21,0.0476
EC_MKFTR3C5,Klebsiella pneumoniae,,BARMM,TUCA KIALDAN,Fish,Fish Tilapia,Marawi,K,3.0,5.0,NEG,1NET_P2-AMR_BARMM Region - Copy - LOR-TUCA KIALDAN.csv,R,S,,S,S,S,,S,S,,S,S,S,,S,S,S,S,I,,S,,S,,S,S,S,S,S,1,22,0.0455
EC_MKFTR3C7,Klebsiella pneumoniae,,BARMM,TUCA KIALDAN,Fish,Fish Tilapia,Marawi,K,3.0,7.0,NEG,1NET_P2-AMR_BARMM Region - Copy - LOR-TUCA KIALDAN.csv,R,S,,S,S,S,,S,S,,S,S,S,,S,S,S,S,I,,S,,S,,S,S,S,S,S,1,22,0.0455
EC_MKFTR3C8,Klebsiella pneumoniae,,BARMM,TUCA KIALDAN,Fish,Fish Tilapia,Marawi,K,3.0,8.0,NEG,1NET_P2-AMR_BARMM Region - Copy - LOR-TUCA KIALDAN.csv,R,S,,S,S,S,,S,S,,S,S,S,,S,S,S,S,S,,S,,S,,S,S,S,S,S,1,22,0.0455
EC_MKFTR3C9,Klebsiella pneumoniae,,BARMM,TUCA KIALDAN,Fish,Fish Tilapia,Marawi,K,3.0,9.0,NEG,1NET_P2-AMR_BARMM Region - Copy - LOR-TUCA KIALDAN.csv,R,S,,S,S,S,,S,S,,S,S,S,,S,S,S,S,S,,S,,S,,S,S,S,S,S,1,22,0.0455
EC_MKFTR3C13,Klebsiella pneumoniae,,BARMM,TUCA KIALDAN,Fish,Fish Tilapia,Marawi,K,3.0,13.0,NEG,1NET_P2-AMR_BARMM Region - Copy - LOR-TUCA KIALDAN.csv,R,S,,S,S,S,,S,S,,S,S,S,,S,S,R,S,S,,S,,S,,S,S,S,R,R,4,22,0.1818
EC_MKFTR3C14,Klebsiella pneumoniae,,BARMM,TUCA KIALDAN,Fish,Fish Tilapia,Marawi,K,3.0,14.0,NEG,1NET_P2-AMR_BARMM Region - Copy - LOR-TUCA KIALDAN.csv,R,S,,S,S,S,,S,S,,S,S,S,,S,S,S,S,S,,S,,S,,S,S,S,S,S,1,22,0.0455
SAL_MKFTR1C1,Klebsiella pneumoniae,,BARMM,TUCA KIALDAN,Fish,Fish Tilapia,Marawi,K,1.0,1.0,NEG,1NET_P2-AMR_BARMM Region - Copy - LOR-TUCA KIALDAN.csv,R,S,,S,S,S,,S,S,,S,S,S,,S,S,S,S,S,,S,,S,,S,S,S,S,S,1,22,0.0455
SG_MKFTR3C2,Escherichia coli,,BARMM,TUCA KIALDAN,Fish,Fish Tilapia,Marawi,K,3.0,2.0,NEG,1NET_P2-AMR_BARMM Region - Copy - LOR-TUCA KIALDAN.csv,R,S,,S,S,R,,S,S,,S,S,S,,S,S,S,S,S,,S,,S,,S,S,S,S,S,2,22,0.0909
EC_MKFKR1C2,Escherichia coli,,BARMM,TUCA KIALDAN,Fish,Fish Kaolang,Marawi,K,1.0,2.0,NEG,1NET_P2-AMR_BARMM Region - Copy - LOR-TUCA KIALDAN.csv,S,S,,S,S,S,,S,S,,S,S,S,,S,S,R,S,S,,S,,S,,S,S,S,S,R,2,22,0.0909
EC_MKFKR1C3,Escherichia coli,,BARMM,TUCA KIALDAN,Fish,Fish Kaolang,Marawi,K,1.0,3.0,NEG,1NET_P2-AMR_BARMM Region - Copy - LOR-TUCA KIALDAN.csv,S,S,,S,S,S,,S,S,,S,S,S,,S,S,R,S,S,,S,,S,,S,S,S,S,R,2,22,0.0909
EC_MKFKR1C4,Enterobacter cloacae,,BARMM,TUCA KIALDAN,Fish,Fish Kaolang,Marawi,K,1.0,4.0,,1NET_P2-AMR_BARMM Region - Copy - LOR-TUCA KIALDAN.csv,,R,,S,S,R,,S,S,,R,S,,,S,S,R,S,I,,S,,S,,S,S,S,S,R,5,20,0.2500
EC_MKFKR1C6,Escherichia coli,,BARMM,TUCA KIALDAN,Fish,Fish Kaolang,Marawi,K,1.0,6.0,NEG,1NET_P2-AMR_BARMM Region - Copy - LOR-TUCA KIALDAN.csv,S,S,,,S,S,,S,S,,S,S,S,,S,S,R,S,S,,S,,S,,S,S,S,S,R,2,22,0.0909
EC_MKFKR1C7,Klebsiella pneumoniae,,BARMM,TUCA KIALDAN,Fish,Fish Kaolang,Marawi,K,1.0,7.0,NEG,1NET_P2-AMR_BARMM Region - Copy - LOR-TUCA KIALDAN.csv,R,S,,S,S,S,,S,S,,S,S,S,,S,S,,S,R,,S,,S,,S,S,S,S,R,3,22,0.1364
EC_MKFKR1C8,Escherichia coli,,BARMM,TUCA KIALDAN,Fish,Fish Kaolang,Marawi,K,1.0,8.0,NEG,1NET_P2-AMR_BARMM Region - Copy - LOR-TUCA KIALDAN.csv,S,S,,S,S,S,,S,S,,S,S,S,,S,S,R,S,S,,S,,S,,S,S,S,S,R,2,22,0.0909
EC_MKFKR1C9,Enterobacter cloacae,,BARMM,TUCA KIALDAN,Fish,Fish Kaolang,Marawi,K,1.0,9.0,,1NET_P2-AMR_BARMM Region - Copy - LOR-TUCA KIALDAN.csv,,R,,S,S,R,,I,S,,R,S,,,,S,S,S,S,,S,,S,,S,S,S,S,S,3,19,0.1579
EC_MKFKR1C11,Klebsiella pneumoniae,,BARMM,TUCA KIALDAN,Fish,Fish Kaolang,Marawi,K,1.0,11.0,NEG,1NET_P2-AMR_BARMM Region - Copy - LOR-TUCA KIALDAN.csv,R,R,,S,S,S,,S,S,,S,S,S,,S,S,,,I,,S,,S,,,S,S,S,S,2,19,0.1053
EC_MKFKR1C15,Klebsiella pneumoniae,,BARMM,TUCA KIALDAN,Fish,Fish Kaolang,Marawi,K,1.0,15.0,NEG,1NET_P2-AMR_BARMM Region - Copy - LOR-TUCA KIALDAN.csv,R,S,,S,S,S,,S,S,,S,S,S,,S,S,S,S,S,,S,,S,,S,S,S,S,S,1,22,0.0455
EC_MKFKR1C16,Klebsiella pneumoniae,,BARMM,TUCA KIALDAN,Fish,Fish Kaolang,Marawi,K,1.0,16.0,NEG,1NET_P2-AMR_BARMM Region - Copy - LOR-TUCA KIALDAN.csv,R,S,,S,S,S,,S,S,,S,S,S,,S,S,,S,I,,S,,S,,S,S,S,S,R,2,22,0.0909
EC_MKFKR2C1,Escherichia coli,,BARMM,TUCA KIALDAN,Fish,Fish Kaolang,Marawi,K,2.0,1.0,NEG,1NET_P2-AMR_BARMM Region - Copy - LOR-TUCA KIALDAN.csv,S,S,,S,S,S,,S,S,,S,S,S,,S,S,R,S,S,,S,,S,,S,S,S,S,R,2,22,0.0909
EC_MKFKR2C2,Klebsiella pneumoniae,,BARMM,TUCA KIALDAN,Fish,Fish Kaolang,Marawi,K,2.0,2.0,NEG,1NET_P2-AMR_BARMM Region - Copy - LOR-TUCA KIALDAN.csv,R,S,,S,S,S,,S,S,,S,S,S,,S,S,S,S,I,,S,,S,,S,S,S,S,S,1,22,0.0455
EC_MKFKR2C3,Klebsiella pneumoniae,,BARMM,TUCA KIALDAN,Fish,Fish Kaolang,Marawi,K,2.0,3.0,NEG,1NET_P2-AMR_BARMM Region - Copy - LOR-TUCA KIALDAN.csv,R,S,,S,S,S,,S,S,,S,S,S,,S,S,S,S,S,,S,,S,,S,S,S,S,S,1,22,0.0455
EC_MKFKR2C4,Enterobacter cloacae,,BARMM,TUCA KIALDAN,Fish,Fish Kaolang,Marawi,K,2.0,4.0,,1NET_P2-AMR_BARMM Region - Copy - LOR-TUCA KIALDAN.csv,,S,,S,S,S,,S,S,,S,S,,,,,S,S,S,,S,,S,,S,S,S,S,S,0,18,0.0000
EC_MKFKR2C6,Klebsiella pneumoniae,,BARMM,TUCA KIALDAN,Fish,Fish Kaolang,Marawi,K,2.0,6.0,NEG,1NET_P2-AMR_BARMM Region - Copy - LOR-TUCA KIALDAN.csv,R,S,,S,S,S,,S,S,,S,S,S,,S,S,S,S,I,,S,,S,,S,S,S,S,S,1,22,0.0455
EC_MKFKR2C11,Enterobacter aerogenes,,BARMM,TUCA KIALDAN,Fish,Fish Kaolang,Marawi,K,2.0,11.0,,1NET_P2-AMR_BARMM Region - Copy - LOR-TUCA KIALDAN.csv,,S,,S,S,S,,S,S,,S,S,,,,,S,S,I,,S,,S,,S,S,S,S,S,0,18,0.0000
EC_MKFKR2C13,Klebsiella pneumoniae,,BARMM,TUCA KIALDAN,Fish,Fish Kaolang,Marawi,K,2.0,13.0,NEG,1NET_P2-AMR_BARMM Region - Copy - LOR-TUCA KIALDAN.csv,R,S,,S,S,R,,S,S,,R,S,S,,S,S,R,S,I,,S,,S,,S,S,S,S,R,5,22,0.2273
EC_MKFKR2C14,Klebsiella pneumoniae,,BARMM,TUCA KIALDAN,Fish,Fish Kaolang,Marawi,K,2.0,14.0,NEG,1NET_P2-AMR_BARMM Region - Copy - LOR-TUCA KIALDAN.csv,R,S,,S,S,S,,S,S,,S,S,S,,S,S,S,S,S,,S,,S,,S,S,S,S,S,1,22,0.0455
EC_MKFKR2C15,Escherichia coli,,BARMM,TUCA KIALDAN,Fish,Fish Kaolang,Marawi,K,2.0,15.0,NEG,1NET_P2-AMR_BARMM Region - Copy - LOR-TUCA KIALDAN.csv,S,S,,S,S,S,,S,S,,S,S,S,,S,S,R,S,S,,S,,S,,S,S,S,S,R,2,22,0.0909
EC_MKFKR3C2,Escherichia coli,,BARMM,TUCA KIALDAN,Fish,Fish Kaolang,Marawi,K,3.0,2.0,NEG,1NET_P2-AMR_BARMM Region - Copy - LOR-TUCA KIALDAN.csv,S,S,,S,S,S,,S,S,,S,S,S,,S,S,R,S,S,,S,,S,,S,S,S,S,R,2,22,0.0909
EC_MKFKR3C3,Enterobacter cloacae,,BARMM,TUCA KIALDAN,Fish,Fish Kaolang,Marawi,K,3.0,3.0,,1NET_P2-AMR_BARMM Region - Copy - LOR-TUCA KIALDAN.csv,,R,,S,S,R,,S,S,,R,S,,,S,S,R,S,S,,S,,S,,S,S,S,S,R,5,20,0.2500
EC_MKFKR3C4,Enterobacter cloacae,,BARMM,TUCA KIALDAN,Fish,Fish Kaolang,Marawi,K,3.0,4.0,,1NET_P2-AMR_BARMM Region - Copy - LOR-TUCA KIALDAN.csv,,R,,S,S,R,,S,S,,R,S,,,S,S,R,S,S,,S,,S,,S,S,S,S,R,5,20,0.2500
EC_MKFKR3C7,Enterobacter aerogenes,,BARMM,TUCA KIALDAN,Fish,Fish Kaolang,Marawi,K,3.0,7.0,,1NET_P2-AMR_BARMM Region - Copy - LOR-TUCA KIALDAN.csv,,R,,S,S,R,,S,S,,R,S,S,,S,S,S,S,I,,S,,S,,S,S,S,S,S,3,21,0.1429
EC_MKFKR3C10,Klebsiella pneumoniae,,BARMM,TUCA KIALDAN,Fish,Fish Kaolang,Marawi,K,3.0,10.0,NEG,1NET_P2-AMR_BARMM Region - Copy - LOR-TUCA KIALDAN.csv,R,S,,S,S,S,,S,S,,S,S,S,,S,S,S,S,S,,S,,S,,S,S,S,S,S,1,22,0.0455
